"","marca","modelo","pvp","cilindro","cc","potencia","rpm","peso","plazas","cons90","cons120","consurb","velocida","acel2"
"58","10","Montero La. TDI 2.8",0.169330654620862,"4",0.383488019663464,0.210806137793616,-0.936929746150466,1.00558713457016,"5",0.374352301298674,0.772362698711534,0.34784902895806,0.279308237352841,"2"
"59","10","Montero La. TDI 2.8",0.383609182710257,"4",0.383488019663464,0.210806137793616,-0.936929746150466,1.09610011413519,"7",0.44324811646701,0.816651582302039,0.34784902895806,-0.0216704666911696,"2"
"60","10","Montero La. TDI 2.8",1.02656552303615,"4",0.383488019663464,0.210806137793616,-0.936929746150466,1.09610011413519,"5",0.44324811646701,0.816651582302039,0.34784902895806,0.279308237352841,"2"
"61","10","L200 Strada Pick Up",-0.356673443817166,"4",-0.134223120675018,-0.800637452630301,-0.657616084646034,-0.171081599775174,"5",0.167664855793664,0.860940465892544,-0.712321532316911,-0.924606578823201,"2"
"62","10","L200 DC 4x4 Pick Up",-0.578162759916477,"4",-0.134223120675018,-0.800637452630301,-0.657616084646034,-0.11073961339849,"5",0.167664855793664,0.860940465892544,-0.712321532316911,-0.924606578823201,"2"
"63","11","Terrano II 2.4 LX 3p",-0.449201482905252,"4",-0.26148172500403,0.184189201203513,0.738952222876124,-0.171081599775174,"5",-0.245710035216356,-0.157703856689069,0.206492954121397,0.580286941396851,"2"
"64","11","Terrano II 2.4 SLX 3",-0.191175718577071,"4",-0.26148172500403,0.184189201203513,0.738952222876124,-0.171081599775174,"5",-0.245710035216356,-0.157703856689069,0.206492954121397,0.580286941396851,"2"
"65","11","Terrano II 2.4. SE 3",0.0683982003370788,"4",-0.26148172500403,0.184189201203513,0.738952222876124,-0.171081599775174,"5",-0.245710035216356,-0.157703856689069,0.206492954121397,1.12204860867607,"2"
"66","11","Terrano II 2.4 LX 5p",-0.137506359596809,"4",-0.26148172500403,0.184189201203513,0.738952222876124,0.221141311673271,"7",-0.107918404879683,0.0637405612634553,0.277170991539729,0.580286941396851,"2"
"67","11","Terrano II 2.4 SLX 5",0.102457601228399,"4",-0.26148172500403,0.184189201203513,0.738952222876124,0.221141311673271,"7",-0.107918404879683,0.0637405612634553,0.277170991539729,0.580286941396851,"2"
